genus	class	phylum
Mariniblastus	Planctomycetia	Planctomycetota
Thermobispora	Actinomycetes	Actinomycetota
Alteribacter	Bacilli	Bacillota
Tengunoibacter	Ktedonobacteria	Chloroflexota
Thermocoleostomius	Cyanophyceae	Cyanobacteriota
Raineya	Cytophagia	Bacteroidota
Superficieibacter	Gammaproteobacteria	Pseudomonadota
Viridilinea	Chloroflexia	Chloroflexota
NA	Oligoflexia	Bdellovibrionota
Alkalilacustris	Alphaproteobacteria	Pseudomonadota
Mariniflexile	Flavobacteriia	Bacteroidota
NA	Fusobacteriia	Fusobacteriota
Amylibacter	Alphaproteobacteria	Pseudomonadota
NA	Nitrospiria	Nitrospirota
Candidatus Nanopelagicus	Actinomycetes	Actinomycetota
Paremcibacter	Alphaproteobacteria	Pseudomonadota
NA	NA	Chlamydiota
Koribacter	Terriglobia	Acidobacteriota
Thermosulfurimonas	Thermodesulfobacteria	Thermodesulfobacteriota
Mobiluncus	Actinomycetes	Actinomycetota
NA	NA	Candidatus Levybacteria
NA	NA	Candidatus Melainabacteria
Cuspidothrix	Cyanophyceae	Cyanobacteriota
NA	NA	Candidatus Falkowbacteria
NA	NA	Candidatus Giovannonibacteria
Fastidiosibacter	Gammaproteobacteria	Pseudomonadota
Antarcticibacterium	Flavobacteriia	Bacteroidota
Candidatus Chromulinivorax	Candidatus Babeliae	NA
Mangrovicella	Alphaproteobacteria	Pseudomonadota
Arundinibacter	Cytophagia	Bacteroidota
Solitalea	Sphingobacteriia	Bacteroidota
Oceanithermus	Deinococci	Deinococcota
Glaesserella	Gammaproteobacteria	Pseudomonadota
Pukyongia	Flavobacteriia	Bacteroidota
Duncaniella	Bacteroidia	Bacteroidota
NA	Desulfobacteria	Thermodesulfobacteriota
Spiroplasma	Mollicutes	Mycoplasmatota
Pseudoprevotella	Bacteroidia	Bacteroidota
Acholeplasma	Mollicutes	Mycoplasmatota
Lactimicrobium	Erysipelotrichia	Bacillota
Alteripontixanthobacter	Alphaproteobacteria	Pseudomonadota
Pleomorphovibrio	Cytophagia	Bacteroidota
Vulcanococcus	Cyanophyceae	Cyanobacteriota
Botryobacter	Cytophagia	Bacteroidota
Saliniradius	Gammaproteobacteria	Pseudomonadota
Moanabacter	Opitutae	Verrucomicrobiota
Koinonema	Cyanophyceae	Cyanobacteriota
Hydrogenimonas	Epsilonproteobacteria	Campylobacterota
Humibacter	Actinomycetes	Actinomycetota
Xylanibacterium	Actinomycetes	Actinomycetota
Paratractidigestivibacter	Coriobacteriia	Actinomycetota
Persicimonas	Deltaproteobacteria	NA
Hanamia	Chitinophagia	Bacteroidota
Colidextribacter	Clostridia	Bacillota
Biomaibacter	Clostridia	Bacillota
Parablautia	Clostridia	Bacillota
Propionigenium	Fusobacteriia	Fusobacteriota
Georhizobium	Alphaproteobacteria	Pseudomonadota
Flexistipes	Deferribacteres	Deferribacterota
Neoactinobaculum	Actinomycetes	Actinomycetota
Fastidiosipila	Clostridia	Bacillota
Tenuibacillus	Bacilli	Bacillota
Thermovibrio	Aquificae	Aquificota
Paracaedibacter	Alphaproteobacteria	Pseudomonadota
NA	NA	Candidatus Kapabacteria
Empedobacter	Flavobacteriia	Bacteroidota
Chryseotalea	Cytophagia	Bacteroidota
Filibacter	Bacilli	Bacillota
Spelaeibacter	Actinomycetes	Actinomycetota
Anaerophilus	Clostridia	Bacillota
Aliishimia	Alphaproteobacteria	Pseudomonadota
Hwanghaeella	Alphaproteobacteria	Pseudomonadota
Flaviaesturariibacter	Chitinophagia	Bacteroidota
Aminipila	Clostridia	Bacillota
Xylanimonas	Actinomycetes	Actinomycetota
Blochmannia	Gammaproteobacteria	Pseudomonadota
Oceanispirochaeta	Spirochaetia	Spirochaetota
Aureliella	Planctomycetia	Planctomycetota
Mucisphaera	Phycisphaerae	Planctomycetota
Allorhodopirellula	Planctomycetia	Planctomycetota
Polystyrenella	Planctomycetia	Planctomycetota
Rubripirellula	Planctomycetia	Planctomycetota
Zhaonella	Clostridia	Bacillota
Oceanihabitans	Flavobacteriia	Bacteroidota
Xanthovirga	Cytophagia	Bacteroidota
Ethanoligenens	Clostridia	Bacillota
Owenweeksia	Flavobacteriia	Bacteroidota
Cumulibacter	Actinomycetes	Actinomycetota
Siminovitchia	Bacilli	Bacillota
Rhodocaloribacter	Rhodothermia	Rhodothermota
Lentisphaera	Lentisphaeria	Lentisphaerota
Ilyomonas	Chitinophagia	Bacteroidota
Salidesulfovibrio	Desulfovibrionia	Thermodesulfobacteriota
Pelagovum	Alphaproteobacteria	Pseudomonadota
Tenuifilum	Bacteroidia	Bacteroidota
Paenalkalicoccus	Bacilli	Bacillota
Komarekiella	Cyanophyceae	Cyanobacteriota
Skermania	Actinomycetes	Actinomycetota
Qingshengfaniella	Alphaproteobacteria	Pseudomonadota
Homoserinibacter	Actinomycetes	Actinomycetota
Stecheria	Erysipelotrichia	Bacillota
Pseudoramibacter	Clostridia	Bacillota
Porcincola	Clostridia	Bacillota
Thermosynechococcus	Cyanophyceae	Cyanobacteriota
Neglectibacter	Clostridia	Bacillota
Endobacterium	Alphaproteobacteria	Pseudomonadota
Candidatus Mycosynbacter	NA	Candidatus Saccharibacteria
Allosaccharopolyspora	Actinomycetes	Actinomycetota
Parasphingorhabdus	Alphaproteobacteria	Pseudomonadota
Tellurirhabdus	Cytophagia	Bacteroidota
Sphingosinithalassobacter	Alphaproteobacteria	Pseudomonadota
Cellulophaga	Flavobacteriia	Bacteroidota
Algicella	Alphaproteobacteria	Pseudomonadota
Anaeromonas	Clostridia	Bacillota
Candidatus Pelagisphaera	Opitutae	Verrucomicrobiota
Winkia	Actinomycetes	Actinomycetota
Falsirhodobacter	Alphaproteobacteria	Pseudomonadota
Pelagihabitans	Flavobacteriia	Bacteroidota
Heliobacterium	Clostridia	Bacillota
Atopococcus	Bacilli	Bacillota
Stagnihabitans	Alphaproteobacteria	Pseudomonadota
Fangia	Gammaproteobacteria	Pseudomonadota
Candidatus Nitronauta	Nitrospinia	Nitrospinota
Candidatus Hydrogenisulfobacillus	Clostridia	Bacillota
Sulfuriroseicoccus	Verrucomicrobiae	Verrucomicrobiota
Kineobactrum	Gammaproteobacteria	Pseudomonadota
Sodalinema	Cyanophyceae	Cyanobacteriota
Phototrophicus	Candidatus Thermofonsia	Chloroflexota
Pusillibacter	Clostridia	Bacillota
Cyanaurora	Cyanophyceae	Cyanobacteriota
Ferranicluibacter	Alphaproteobacteria	Pseudomonadota
Hellea	Alphaproteobacteria	Pseudomonadota
Croceivirga	Flavobacteriia	Bacteroidota
Candidatus Cardinium	Cytophagia	Bacteroidota
Alkalicella	Clostridia	Bacillota
Thermanaeromonas	Clostridia	Bacillota
Berryella	Coriobacteriia	Actinomycetota
Palleniella	Bacteroidia	Bacteroidota
Limnobaculum	Gammaproteobacteria	Pseudomonadota
Natranaerofaba	Clostridia	Bacillota
Rhabdonatronobacter	Alphaproteobacteria	Pseudomonadota
NA	NA	Candidatus Niyogibacteria
Koleobacter	Clostridia	Bacillota
Aceticella	Clostridia	Bacillota
Pararhodonellum	Cytophagia	Bacteroidota
Changpingibacter	Actinomycetes	Actinomycetota
Croceimicrobium	Flavobacteriia	Bacteroidota
Robiginitalea	Flavobacteriia	Bacteroidota
Novosphingopyxis	Alphaproteobacteria	Pseudomonadota
Agathobaculum	Clostridia	Bacillota
Luoshenia	Clostridia	Bacillota
Bianquea	Clostridia	Bacillota
Yeguia	Clostridia	Bacillota
Wansuia	Clostridia	Bacillota
Zongyangia	Clostridia	Bacillota
Lentihominibacter	Clostridia	Bacillota
Anaerovorax	Clostridia	Bacillota
Agilicoccus	Actinomycetes	Actinomycetota
Gallalistipes	Bacteroidia	Bacteroidota
Luteirhabdus	Flavobacteriia	Bacteroidota
Qaidamihabitans	Actinomycetes	Actinomycetota
Gelria	Clostridia	Bacillota
Cupidesulfovibrio	Desulfovibrionia	Thermodesulfobacteriota
Proteiniclasticum	Clostridia	Bacillota
Szabonella	Alphaproteobacteria	Pseudomonadota
Roseitranquillus	Alphaproteobacteria	Pseudomonadota
Natronosporangium	Actinomycetes	Actinomycetota
Hoylesella	Bacteroidia	Bacteroidota
Natronogracilivirga	Balneolia	Balneolota
Paradesulfitobacterium	Clostridia	Bacillota
Arcobacter	Epsilonproteobacteria	Campylobacterota
Candidatus Arcticimaribacter	Flavobacteriia	Bacteroidota
Spiractinospora	Actinomycetes	Actinomycetota
Hongsoonwoonella	Alphaproteobacteria	Pseudomonadota
Nereida	Alphaproteobacteria	Pseudomonadota
Thermospira	Spirochaetia	Spirochaetota
Parvicella	Flavobacteriia	Bacteroidota
Bizionia	Flavobacteriia	Bacteroidota
Sinomicrobium	Flavobacteriia	Bacteroidota
Citreicoccus	Myxococcia	Myxococcota
Salsipaludibacter	Nitriliruptoria	Actinomycetota
Halomarinibacterium	Flavobacteriia	Bacteroidota
Desulfoferrobacter	Syntrophobacteria	Thermodesulfobacteriota
Xinfangfangia	Alphaproteobacteria	Pseudomonadota
Heliomarina	Alphaproteobacteria	Pseudomonadota
Mesobacterium	Alphaproteobacteria	Pseudomonadota
Robertkochia	Flavobacteriia	Bacteroidota
Schnuerera	Tissierellia	Bacillota
Candidatus Sulfidibacterium	NA	Bacteroidota
Abyssibius	Alphaproteobacteria	Pseudomonadota
Rhodoflexus	Cytophagia	Bacteroidota
Aegicerativicinus	Flavobacteriia	Bacteroidota
Granulimonas	Coriobacteriia	Actinomycetota
Subsaximicrobium	Flavobacteriia	Bacteroidota
Thermosediminibacter	Clostridia	Bacillota
Cognataquiflexum	Cytophagia	Bacteroidota
Sinobaca	Bacilli	Bacillota
Candidatus Ichthyocystis	Betaproteobacteria	Pseudomonadota
Saccharococcus	Bacilli	Bacillota
Anaerotardibacter	Coriobacteriia	Actinomycetota
Pumilibacter	Clostridia	Bacillota
Sansalvadorimonas	Gammaproteobacteria	Pseudomonadota
Parasegetibacter	Chitinophagia	Bacteroidota
Aporhodopirellula	Planctomycetia	Planctomycetota
Terrihalobacillus	Bacilli	Bacillota
Haploplasma	Mollicutes	Mycoplasmatota
Flavicella	Flavobacteriia	Bacteroidota
Brytella	Alphaproteobacteria	Pseudomonadota
Marinilongibacter	Cytophagia	Bacteroidota
Huintestinicola	Clostridia	Bacillota
Gallintestinimicrobium	Clostridia	Bacillota
Candidatus Brachybacter	Saprospiria	Bacteroidota
Candidatus Parvibacillus	Saprospiria	Bacteroidota
Hoyosella	Actinomycetes	Actinomycetota
Lentiprolixibacter	Flavobacteriia	Bacteroidota
Chondrinema	Cytophagia	Bacteroidota
Psychrosphaera	Gammaproteobacteria	Pseudomonadota
Gimibacter	Alphaproteobacteria	Pseudomonadota
Aminithiophilus	Synergistia	Synergistota
Caproicibacterium	Clostridia	Bacillota
Petralouisia	Clostridia	Bacillota
Rosenbergiella	Gammaproteobacteria	Pseudomonadota
Mariniplasma	Mollicutes	Mycoplasmatota
Pseudodonghicola	Alphaproteobacteria	Pseudomonadota
Microscilla	Cytophagia	Bacteroidota
Amedibacillus	Erysipelotrichia	Bacillota
Neoasaia	Alphaproteobacteria	Pseudomonadota
Citreimonas	Alphaproteobacteria	Pseudomonadota
Jezberella	Betaproteobacteria	Pseudomonadota
Coprococcus	Clostridia	Bacillota
Thalassobius	Alphaproteobacteria	Pseudomonadota
Melissococcus	Bacilli	Bacillota
Caldithrix	Calditrichia	Calditrichota
Pseudokineococcus	Actinomycetes	Actinomycetota
Thermostaphylospora	Actinomycetes	Actinomycetota
Leyella	Bacteroidia	Bacteroidota
Maledivibacter	Clostridia	Bacillota
Rivularia	Cyanophyceae	Cyanobacteriota
Hungatella	Clostridia	Bacillota
Thermodesulforhabdus	Syntrophobacteria	Thermodesulfobacteriota
Rippkaea	Cyanophyceae	Cyanobacteriota
Marihabitans	Actinomycetes	Actinomycetota
Alkalibacterium	Bacilli	Bacillota
Ammonifex	Clostridia	Bacillota
Terrimesophilobacter	Actinomycetes	Actinomycetota
Crocosphaera	Cyanophyceae	Cyanobacteriota
Scopulibacillus	Bacilli	Bacillota
Halolactibacillus	Bacilli	Bacillota
Ekhidna	Cytophagia	Bacteroidota
Desulforudis	Clostridia	Bacillota
Beutenbergia	Actinomycetes	Actinomycetota
Leptobacterium	Flavobacteriia	Bacteroidota
Bibersteinia	Gammaproteobacteria	Pseudomonadota
Desulfohalobium	Desulfovibrionia	Thermodesulfobacteriota
Falsibacillus	Bacilli	Bacillota
Bergeriella	Betaproteobacteria	Pseudomonadota
Gloeothece	Cyanophyceae	Cyanobacteriota
Deferribacter	Deferribacteres	Deferribacterota
Caldisericum	Caldisericia	Caldisericota
Methylacidiphilum	Methylacidiphilae	Verrucomicrobiota
Syntrophobotulus	Clostridia	Bacillota
Chloroherpeton	Chlorobiia	Chlorobiota
Sharpea	Erysipelotrichia	Bacillota
Buchananella	Actinomycetes	Actinomycetota
Lonepinella	Gammaproteobacteria	Pseudomonadota
Thermobifida	Actinomycetes	Actinomycetota
Parvimonas	Tissierellia	Bacillota
Edaphobacillus	Bacilli	Bacillota
Bogoriella	Actinomycetes	Actinomycetota
Pseudescherichia	Gammaproteobacteria	Pseudomonadota
Salinihabitans	Alphaproteobacteria	Pseudomonadota
Butyricimonas	Bacteroidia	Bacteroidota
Thermolongibacillus	Bacilli	Bacillota
Isosphaera	Planctomycetia	Planctomycetota
Paraprevotella	Bacteroidia	Bacteroidota
Thermovirga	Synergistia	Synergistota
NA	Zetaproteobacteria	Pseudomonadota
Gleimia	Actinomycetes	Actinomycetota
Desulfobacca	Desulfobaccia	Thermodesulfobacteriota
Allosphingosinicella	Alphaproteobacteria	Pseudomonadota
Pluralibacter	Gammaproteobacteria	Pseudomonadota
Candidatus Planktophila	Actinomycetes	Actinomycetota
Arsenophonus	Gammaproteobacteria	Pseudomonadota
Pricia	Flavobacteriia	Bacteroidota
Fortiea	Cyanophyceae	Cyanobacteriota
Marivirga	Cytophagia	Bacteroidota
Paraurantiacibacter	Alphaproteobacteria	Pseudomonadota
Gracilimonas	Balneolia	Balneolota
Truepera	Deinococci	Deinococcota
NA	Synergistia	Synergistota
Halothece	Cyanophyceae	Cyanobacteriota
Kosmotoga	Thermotogae	Thermotogota
Desulfonispora	Clostridia	Bacillota
Facklamia	Bacilli	Bacillota
Catenibacillus	Clostridia	Bacillota
Natranaerovirga	Clostridia	Bacillota
Algoriella	Flavobacteriia	Bacteroidota
Armatimonas	Armatimonadia	Armatimonadota
Ohtaekwangia	Cytophagia	Bacteroidota
Thermasporomyces	Actinomycetes	Actinomycetota
Basfia	Gammaproteobacteria	Pseudomonadota
Desulfonatronovibrio	Desulfovibrionia	Thermodesulfobacteriota
Rhodospira	Alphaproteobacteria	Pseudomonadota
Phytomonospora	Actinomycetes	Actinomycetota
Rubricoccus	Rhodothermia	Rhodothermota
Gracilinema	Spirochaetia	Spirochaetota
Parvibacter	Coriobacteriia	Actinomycetota
Halobacteroides	Clostridia	Bacillota
Natranaerobius	Clostridia	Bacillota
Pseudopedobacter	Sphingobacteriia	Bacteroidota
Amphibacillus	Bacilli	Bacillota
Calditerrivibrio	Deferribacteres	Deferribacterota
Orientia	Alphaproteobacteria	Pseudomonadota
Sphaerimonospora	Actinomycetes	Actinomycetota
Aminobacterium	Synergistia	Synergistota
Anaerovibrio	Negativicutes	Bacillota
Desemzia	Bacilli	Bacillota
Tatumella	Gammaproteobacteria	Pseudomonadota
Fusobacterium	Fusobacteriia	Fusobacteriota
Bryocella	Terriglobia	Acidobacteriota
Pectinatus	Negativicutes	Bacillota
Turneriella	Spirochaetia	Spirochaetota
Thermoflexus	Thermoflexia	Chloroflexota
Mageeibacillus	Clostridia	Bacillota
Desulfococcus	Desulfobacteria	Thermodesulfobacteriota
Flexibacter	Cytophagia	Bacteroidota
Brockia	Bacilli	Bacillota
Hippea	Desulfurellia	Campylobacterota
Ignavibacterium	Ignavibacteria	Ignavibacteriota
Miniimonas	Actinomycetes	Actinomycetota
Fuchsiella	Clostridia	Bacillota
Actinocrinis	Actinomycetes	Actinomycetota
Acetobacteroides	Bacteroidia	Bacteroidota
Thermohalobacter	Tissierellia	Bacillota
Ochrovirga	Flavobacteriia	Bacteroidota
Marininema	Bacilli	Bacillota
Anditalea	Cytophagia	Bacteroidota
Seleniivibrio	Deferribacteres	Deferribacterota
Commensalibacter	Alphaproteobacteria	Pseudomonadota
Portibacter	Saprospiria	Bacteroidota
Anaeromusa	Negativicutes	Bacillota
Desmospora	Bacilli	Bacillota
Desulfocicer	Desulfobacteria	Thermodesulfobacteriota
Desulfovermiculus	Desulfovibrionia	Thermodesulfobacteriota
Jonesia	Actinomycetes	Actinomycetota
Malonomonas	Desulfuromonadia	Thermodesulfobacteriota
Thermosyntropha	Clostridia	Bacillota
Thiolinea	Gammaproteobacteria	Pseudomonadota
Nafulsella	Cytophagia	Bacteroidota
Halalkalibacterium (ex Joshi et al. 2022)	Bacilli	Bacillota
Paraliobacillus	Bacilli	Bacillota
Saccharicrinis	Bacteroidia	Bacteroidota
Neokomagataea	Alphaproteobacteria	Pseudomonadota
Cribrihabitans	Alphaproteobacteria	Pseudomonadota
Lunatimonas	Cytophagia	Bacteroidota
Keratinibaculum	Tissierellia	Bacillota
Cesiribacter	Cytophagia	Bacteroidota
Spelaeicoccus	Actinomycetes	Actinomycetota
Croceitalea	Flavobacteriia	Bacteroidota
Desulforegula	Desulfobacteria	Thermodesulfobacteriota
Salinispira	Spirochaetia	Spirochaetota
Chitinivibrio	Chitinivibrionia	Fibrobacterota
Perspicuibacillus	Bacilli	Bacillota
Planktothricoides	Cyanophyceae	Cyanobacteriota
Ursidibacter	Gammaproteobacteria	Pseudomonadota
Phaseolibacter	Gammaproteobacteria	Pseudomonadota
Wocania	Flavobacteriia	Bacteroidota
Sediminibacter	Flavobacteriia	Bacteroidota
Geovibrio	Deferribacteres	Deferribacterota
Eisenbergiella	Clostridia	Bacillota
Acetothermum	NA	Candidatus Bipolaricaulota
Atelocyanobacterium	Cyanophyceae	Cyanobacteriota
Schleiferia	Flavobacteriia	Bacteroidota
Novibacillus	Bacilli	Bacillota
Spongiivirga	Flavobacteriia	Bacteroidota
Intestinibacter	Clostridia	Bacillota
Siccibacter	Gammaproteobacteria	Pseudomonadota
Cricetibacter	Gammaproteobacteria	Pseudomonadota
Lentilactobacillus	Bacilli	Bacillota
Testudinibacter	Gammaproteobacteria	Pseudomonadota
Rhodobaculum	Alphaproteobacteria	Pseudomonadota
Fermentimonas	Bacteroidia	Bacteroidota
Candidatus Kinetoplastibacterium	Betaproteobacteria	Pseudomonadota
Jiulongibacter	Cytophagia	Bacteroidota
NA	NA	Candidatus Adlerbacteria
Mesonia	Flavobacteriia	Bacteroidota
Candidatus Nitrosoglobus	Gammaproteobacteria	Pseudomonadota
Kryptonium	NA	Candidatus Kryptonia
Petrimonas	Bacteroidia	Bacteroidota
Fournierella	Clostridia	Bacillota
Alloiococcus	Bacilli	Bacillota
Trueperella	Actinomycetes	Actinomycetota
Massilibacteroides	Bacteroidia	Bacteroidota
Flexilinea	Anaerolineae	Chloroflexota
Bittarella (ex Durand et al. 2017)	Clostridia	Bacillota
Agarilytica	Gammaproteobacteria	Pseudomonadota
Emergencia	Clostridia	Bacillota
Pauljensenia	Actinomycetes	Actinomycetota
Arcticibacterium	Cytophagia	Bacteroidota
Anaerosporomusa	Negativicutes	Bacillota
Pseudothioclava	Alphaproteobacteria	Pseudomonadota
Irregularibacter	Clostridia	Bacillota
Salibacter	Flavobacteriia	Bacteroidota
Anaerosacchariphilus	Clostridia	Bacillota
Aliibacillus	Bacilli	Bacillota
Prevotellamassilia	Bacteroidia	Bacteroidota
Colibacter	Negativicutes	Bacillota
Sandaracinomonas	Cytophagia	Bacteroidota
NA	Thermomicrobia	Thermomicrobiota
Salibaculum	Alphaproteobacteria	Pseudomonadota
Bacilliculturomica	Clostridia	Bacillota
Extibacter	Clostridia	Bacillota
Lascolabacillus	Bacteroidia	Bacteroidota
Massilimicrobiota	Erysipelotrichia	Bacillota
Pseudozobellia	Flavobacteriia	Bacteroidota
Lebetimonas	Epsilonproteobacteria	Campylobacterota
Cognaticolwellia	Gammaproteobacteria	Pseudomonadota
Oceanibium	Alphaproteobacteria	Pseudomonadota
Galactobacillus	Erysipelotrichia	Bacillota
Changchengzhania	Flavobacteriia	Bacteroidota
Bowdeniella	Actinomycetes	Actinomycetota
Metamycoplasma	NA	Mycoplasmatota
Ureaplasma	NA	Mycoplasmatota
Subdoligranulum	Clostridia	Bacillota
Tepidibacter	Clostridia	Bacillota
Pueribacillus	Bacilli	Bacillota
Profundibacter	Alphaproteobacteria	Pseudomonadota
Thermaurantimonas	Flavobacteriia	Bacteroidota
Corticimicrobacter	Betaproteobacteria	Pseudomonadota
Oenococcus	Bacilli	Bacillota
Halocynthiibacter	Alphaproteobacteria	Pseudomonadota
Syntrophocurvum	Clostridia	Bacillota
Aliarcobacter	Epsilonproteobacteria	Campylobacterota
Paracaedimonas	Alphaproteobacteria	Pseudomonadota
Mesobaculum	Alphaproteobacteria	Pseudomonadota
Phytobacter	Gammaproteobacteria	Pseudomonadota
Xylanivirga	Clostridia	Bacillota
Litorirhabdus	Gammaproteobacteria	Pseudomonadota
Thiospirochaeta	Spirochaetia	Spirochaetota
Caproicibacter	Clostridia	Bacillota
Haloflavibacter	Flavobacteriia	Bacteroidota
Oliverpabstia	Clostridia	Bacillota
Alkalicaulis	Alphaproteobacteria	Pseudomonadota
Hazenella	Bacilli	Bacillota
Frackibacter	Clostridia	Bacillota
Anaerotalea	Clostridia	Bacillota
Phycobacter	Alphaproteobacteria	Pseudomonadota
Thalassobacter	Alphaproteobacteria	Pseudomonadota
Acidiluteibacter	Flavobacteriia	Bacteroidota
Puerhibacterium	Actinomycetes	Actinomycetota
Aulosira	Cyanophyceae	Cyanobacteriota
Sulfurovum	Epsilonproteobacteria	Campylobacterota
Poritiphilus	Flavobacteriia	Bacteroidota
Rhodocytophaga	Cytophagia	Bacteroidota
Nitrosophilus	Epsilonproteobacteria	Campylobacterota
Sheuella	Betaproteobacteria	Pseudomonadota
Halalkalibaculum	Balneolia	Balneolota
Amniculibacterium	Flavobacteriia	Bacteroidota
Fluviibacterium	Alphaproteobacteria	Pseudomonadota
Peptacetobacter	Clostridia	Bacillota
Rasiella	Flavobacteriia	Bacteroidota
Guopingia	Clostridia	Bacillota
Yanshouia	Clostridia	Bacillota
Qingrenia	Clostridia	Bacillota
Paratissierella	Tissierellia	Bacillota
Collibacillus	Bacilli	Bacillota
Reticulibacter	Ktedonobacteria	Chloroflexota
Mongoliitalea	Cytophagia	Bacteroidota
Thiosulfatihalobacter	Alphaproteobacteria	Pseudomonadota
Breznakiella	Spirochaetia	Spirochaetota
Peredibacter	Bacteriovoracia	Bdellovibrionota
Ornithobacterium	Flavobacteriia	Bacteroidota
Pseudaquidulcibacter	Alphaproteobacteria	Pseudomonadota
Gymnodinialimonas	Alphaproteobacteria	Pseudomonadota
Ruoffia	Bacilli	Bacillota
Sessilibacter	Gammaproteobacteria	Pseudomonadota
Bombilactobacillus	Bacilli	Bacillota
Subsaxibacter	Flavobacteriia	Bacteroidota
Allocoprobacillus	Erysipelotrichia	Bacillota
Aequitasia	Clostridia	Bacillota
Borreliella	Spirochaetia	Spirochaetota
Suilimivivens	Clostridia	Bacillota
Sediminicola	Flavobacteriia	Bacteroidota
Acidothermus	Actinomycetes	Actinomycetota
Flaviramulus	Flavobacteriia	Bacteroidota
Mastigocoleus	Cyanophyceae	Cyanobacteriota
Thermophagus	Bacteroidia	Bacteroidota
Zeaxanthinibacter	Flavobacteriia	Bacteroidota
Agathobacter	Clostridia	Bacillota
Persicitalea	Cytophagia	Bacteroidota
Franconibacter	Gammaproteobacteria	Pseudomonadota
Candidatus Amoebophilus	Cytophagia	Bacteroidota
Persicirhabdus	Verrucomicrobiae	Verrucomicrobiota
Biostraticola	Gammaproteobacteria	Pseudomonadota
Hydrogenoanaerobacterium	Clostridia	Bacillota
Nosocomiicoccus	Bacilli	Bacillota
Anseongella	Sphingobacteriia	Bacteroidota
Dasania	Gammaproteobacteria	Pseudomonadota
Aliivibrio	Gammaproteobacteria	Pseudomonadota
Alkalihalophilus	Bacilli	Bacillota
Secundilactobacillus	Bacilli	Bacillota
Rhodoluna	Actinomycetes	Actinomycetota
Gloeocapsopsis	Cyanophyceae	Cyanobacteriota
Orbus	Gammaproteobacteria	Pseudomonadota
Hasllibacter	Alphaproteobacteria	Pseudomonadota
Paracholeplasma	Mollicutes	Mycoplasmatota
Haloactinopolyspora	Actinomycetes	Actinomycetota
Leadbetterella	Cytophagia	Bacteroidota
Albibacterium	Sphingobacteriia	Bacteroidota
Regiella	Gammaproteobacteria	Pseudomonadota
Hallella	Bacteroidia	Bacteroidota
Halanaerobacter	Clostridia	Bacillota
Waddlia	Chlamydiia	Chlamydiota
Gilvibacter	Flavobacteriia	Bacteroidota
Denitrobacterium	Coriobacteriia	Actinomycetota
Peptoanaerobacter	Clostridia	Bacillota
Fannyhessea	Coriobacteriia	Actinomycetota
Chlamydia	Chlamydiia	Chlamydiota
Wolinella	Epsilonproteobacteria	Campylobacterota
Pasteuria	Bacilli	Bacillota
Ruminobacter	Gammaproteobacteria	Pseudomonadota
Apilactobacillus	Bacilli	Bacillota
Macellibacteroides	Bacteroidia	Bacteroidota
Aetherobacter	NA	Myxococcota
Thermosipho	Thermotogae	Thermotogota
Eilatimonas	Alphaproteobacteria	Pseudomonadota
Portiera	Gammaproteobacteria	Pseudomonadota
Halonatronum	Clostridia	Bacillota
Saliterribacillus	Bacilli	Bacillota
Shuttleworthia	Clostridia	Bacillota
Thermotomaculum	Holophagae	Acidobacteriota
Breznakibacter	Bacteroidia	Bacteroidota
Caldifermentibacillus	Bacilli	Bacillota
Alloprevotella	Bacteroidia	Bacteroidota
Succinispira	Negativicutes	Bacillota
Metasolibacillus	Bacilli	Bacillota
Arhodomonas	Gammaproteobacteria	Pseudomonadota
Dethiosulfatibacter	Tissierellia	Bacillota
Eudoraea	Flavobacteriia	Bacteroidota
Seinonella	Bacilli	Bacillota
Parasporobacterium	Clostridia	Bacillota
Sediminihabitans	Actinomycetes	Actinomycetota
Bulleidia	Erysipelotrichia	Bacillota
Indibacter	Cytophagia	Bacteroidota
Desulfospira	Desulfobacteria	Thermodesulfobacteriota
Allosediminivita	Alphaproteobacteria	Pseudomonadota
Salinivirga	Bacteroidia	Bacteroidota
Aureispira	Saprospiria	Bacteroidota
Anoxybacter	Clostridia	Bacillota
Falseniella	Bacilli	Bacillota
Entomohabitans	Gammaproteobacteria	Pseudomonadota
Lachnospira	Clostridia	Bacillota
Holzapfeliella	Bacilli	Bacillota
Acetatifactor	Clostridia	Bacillota
Chishuiella	Flavobacteriia	Bacteroidota
Hanstruepera	Flavobacteriia	Bacteroidota
Defluviitalea	Clostridia	Bacillota
Candidatus Stoquefichus	Erysipelotrichia	Bacillota
Labilibacter	Bacteroidia	Bacteroidota
Gottschalkia	Tissierellia	Bacillota
Pseudobacteriovorax	Oligoflexia	Bdellovibrionota
Baia	Bacilli	Bacillota
Halodesulfovibrio	Desulfovibrionia	Thermodesulfobacteriota
Abiotrophia	Bacilli	Bacillota
Pseudohalocynthiibacter	Alphaproteobacteria	Pseudomonadota
Pelagirhabdus	Bacilli	Bacillota
Anaerobium	Clostridia	Bacillota
Actinotignum	Actinomycetes	Actinomycetota
Merdimonas	Clostridia	Bacillota
Caenibacillus	Bacilli	Bacillota
Pseudoponticoccus	Alphaproteobacteria	Pseudomonadota
Monaibacterium	Alphaproteobacteria	Pseudomonadota
Pseudoprimorskyibacter	Alphaproteobacteria	Pseudomonadota
Adiutrix	Desulfarculia	Thermodesulfobacteriota
Breznakia	Erysipelotrichia	Bacillota
